targetMuscle,title,src,path_url
shoulders,Cross Cable Face Pull,https://fitnessprogramer.com/wp-content/uploads/2022/04/Cross-Cable-Face-Pull.gif,/content/drive/MyDrive/fitness/data/Cross-Cable-Face-Pull.gif
shoulders,One Arm Landmine Row,https://fitnessprogramer.com/wp-content/uploads/2021/10/One-Arm-Landmine-Row.gif,/content/drive/MyDrive/fitness/data/One-Arm-Landmine-Row.gif
shoulders,Resistance Band Seated Shoulder Press,https://fitnessprogramer.com/wp-content/uploads/2021/08/Resistance-Band-Seated-Shoulder-Press.gif,/content/drive/MyDrive/fitness/data/Resistance-Band-Seated-Shoulder-Press.gif
shoulders,Bench Pike Push-up,https://fitnessprogramer.com/wp-content/uploads/2021/06/Bench-Pike-Push-up.gif,/content/drive/MyDrive/fitness/data/Bench-Pike-Push-up.gif
shoulders,Pike Push-up,https://fitnessprogramer.com/wp-content/uploads/2021/06/Pike-Push-up.gif,/content/drive/MyDrive/fitness/data/Pike-Push-up.gif
shoulders,Tall Kneeling One Arm Kettlebell Press,https://fitnessprogramer.com/wp-content/uploads/2021/06/Half-Kneeling-One-Arm-Kettlebell-Press.gif,/content/drive/MyDrive/fitness/data/Tall-Kneeling-One-Arm-Kettlebell-Press.gif
shoulders,Kettlebell Clean and Jerk,https://fitnessprogramer.com/wp-content/uploads/2021/06/Kettlebell-Clean-and-Jerk.gif,/content/drive/MyDrive/fitness/data/Kettlebell-Clean-and-Jerk.gif
shoulders,Full Range Of Motion Lat Pulldown,https://fitnessprogramer.com/wp-content/uploads/2022/04/Full-Range-Of-Motion-Lat-Pulldown.gif,/content/drive/MyDrive/fitness/data/Full-Range-Of-Motion-Lat-Pulldown.gif
shoulders,Lever Shoulder Press (Hammer Grip),https://fitnessprogramer.com/wp-content/uploads/2022/04/Lever-Shoulder-Press-Hammer-Grip.gif,/content/drive/MyDrive/fitness/data/Lever-Shoulder-Press-(Hammer-Grip).gif
shoulders,Dumbbell Lying Rear Lateral Raise,https://fitnessprogramer.com/wp-content/uploads/2022/03/Dumbbell-Lying-Rear-Lateral-Raise.gif,/content/drive/MyDrive/fitness/data/Dumbbell-Lying-Rear-Lateral-Raise.gif
shoulders,Lever Reverse Shoulder Press,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Reverse-Shoulder-Press.gif,/content/drive/MyDrive/fitness/data/Lever-Reverse-Shoulder-Press.gif
shoulders,Side Lying Rear Delt Dumbbell Raise,https://fitnessprogramer.com/wp-content/uploads/2021/09/Side-Lying-Rear-Delt-Dumbbell-Raise.gif,/content/drive/MyDrive/fitness/data/Side-Lying-Rear-Delt-Dumbbell-Raise.gif
shoulders,Scapula Dips,https://fitnessprogramer.com/wp-content/uploads/2021/09/Scapula-Dips.gif,/content/drive/MyDrive/fitness/data/Scapula-Dips.gif
shoulders,Ez-Bar Incline Front Raise,https://fitnessprogramer.com/wp-content/uploads/2021/09/Incline-Front-Raise.gif,/content/drive/MyDrive/fitness/data/Ez-Bar-Incline-Front-Raise.gif
shoulders,Back Lever,https://fitnessprogramer.com/wp-content/uploads/2023/06/Back-Lever.gif,/content/drive/MyDrive/fitness/data/Back-Lever.gif
shoulders,Barbell Front Raise Twist,https://fitnessprogramer.com/wp-content/uploads/2021/10/Barbell-Front-Raise-Twist.gif,/content/drive/MyDrive/fitness/data/Barbell-Front-Raise-Twist.gif
shoulders,Kettlebell Shoulder Press,https://fitnessprogramer.com/wp-content/uploads/2021/11/Kettlebell-Shoulder-Press.gif,/content/drive/MyDrive/fitness/data/Kettlebell-Shoulder-Press.gif
shoulders,Wall-Supported Handstand Push-Ups,https://fitnessprogramer.com/wp-content/uploads/2023/07/wall-supported-handstand-push-up.gif,/content/drive/MyDrive/fitness/data/Wall-Supported-Handstand-Push-Ups.gif
shoulders,Towel Shoulder Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/10/Stretch-With-Towel.gif,/content/drive/MyDrive/fitness/data/Towel-Shoulder-Stretch.gif
shoulders,Kettlebell Thruster,https://fitnessprogramer.com/wp-content/uploads/2021/05/Kettlebell-Thruster.gif,/content/drive/MyDrive/fitness/data/Kettlebell-Thruster.gif
shoulders,One Arm Dumbbell Snatch,https://fitnessprogramer.com/wp-content/uploads/2021/05/One-Arm-Dumbbell-Snatch.gif,/content/drive/MyDrive/fitness/data/One-Arm-Dumbbell-Snatch.gif
shoulders,Band Front Lateral Raise,https://fitnessprogramer.com/wp-content/uploads/2022/07/Band-Front-Lateral-Raise.gif,/content/drive/MyDrive/fitness/data/Band-Front-Lateral-Raise.gif
shoulders,Shoulder Pendulum,https://fitnessprogramer.com/wp-content/uploads/2023/02/pendulum.gif,/content/drive/MyDrive/fitness/data/Shoulder-Pendulum.gif
shoulders,90-Degree Cable External Rotation,https://fitnessprogramer.com/wp-content/uploads/2022/10/90-Degree-Cable-External-Rotation-.gif,/content/drive/MyDrive/fitness/data/90-Degree-Cable-External-Rotation.gif
shoulders,90-degree Cable Internal Rotation,https://fitnessprogramer.com/wp-content/uploads/2023/06/Cable-Shoulder-90-degrees-Internal-Rotation.gif,/content/drive/MyDrive/fitness/data/90-degree-Cable-Internal-Rotation.gif
shoulders,Seated Ballerina Exercise,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Ballerina.gif,/content/drive/MyDrive/fitness/data/Seated-Ballerina-Exercise.gif
shoulders,Seated Scapular Retraction Exercise,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Scapular-Retraction-Exercise.gif,/content/drive/MyDrive/fitness/data/Seated-Scapular-Retraction-Exercise.gif
shoulders,Foam Roller Posterior Shoulder,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Posterior-Shoulder.gif,/content/drive/MyDrive/fitness/data/Foam-Roller-Posterior-Shoulder.gif
shoulders,Foam Roller Front Shoulder and Chest,https://fitnessprogramer.com/wp-content/uploads/2022/02/Roll-Front-Shoulder-and-Chest-Lying-on-Floor.gif,/content/drive/MyDrive/fitness/data/Foam-Roller-Front-Shoulder-and-Chest.gif
shoulders,Rotator Cuff Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Rotator-Cuff-Stretch.gif,/content/drive/MyDrive/fitness/data/Rotator-Cuff-Stretch.gif
shoulders,Assisted Reverse Stretch (Chest And Shoulder),https://fitnessprogramer.com/wp-content/uploads/2022/02/Reverse-Shoulder-Stretch.gif,/content/drive/MyDrive/fitness/data/Assisted-Reverse-Stretch-(Chest-And-Shoulder).gif
shoulders,Lying Upper Body Rotation,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lying-Upper-Body-Rotation.gif,/content/drive/MyDrive/fitness/data/Lying-Upper-Body-Rotation.gif
shoulders,Kneeling Back Rotation,https://fitnessprogramer.com/wp-content/uploads/2022/02/Kneeling-Back-Rotation-Stretch.gif,/content/drive/MyDrive/fitness/data/Kneeling-Back-Rotation.gif
shoulders,Serratus Wall Slide With Foam Roller,https://fitnessprogramer.com/wp-content/uploads/2022/02/Serratus-Wall-Slide-With-Foam-Roller.gif,/content/drive/MyDrive/fitness/data/Serratus-Wall-Slide-With-Foam-Roller.gif
shoulders,Wall Supported Arm Raises,https://fitnessprogramer.com/wp-content/uploads/2022/02/Wall-Supported-Arm-Raises.gif,/content/drive/MyDrive/fitness/data/Wall-Supported-Arm-Raises.gif
shoulders,Backhand Raise,https://fitnessprogramer.com/wp-content/uploads/2022/02/Backhand-Raise.gif,/content/drive/MyDrive/fitness/data/Backhand-Raise.gif
shoulders,Dumbbell Seated Cuban Press,https://fitnessprogramer.com/wp-content/uploads/2022/02/Dumbbell-Seated-Cuban-Press.gif,/content/drive/MyDrive/fitness/data/Dumbbell-Seated-Cuban-Press.gif
shoulders,Kneeling Cable Shoulder Press,https://fitnessprogramer.com/wp-content/uploads/2022/02/Kneeling-Cable-Shoulder-Press.gif,/content/drive/MyDrive/fitness/data/Kneeling-Cable-Shoulder-Press.gif
shoulders,Wall Slides,https://fitnessprogramer.com/wp-content/uploads/2021/02/wall-slide.gif,/content/drive/MyDrive/fitness/data/Wall-Slides.gif
shoulders,Kneeling T-spine Rotation,https://fitnessprogramer.com/wp-content/uploads/2022/08/Kneeling-T-spine-Rotation.gif,/content/drive/MyDrive/fitness/data/Kneeling-T-spine-Rotation.gif
shoulders,Plate Loaded Shoulder Press,https://fitnessprogramer.com/wp-content/uploads/2022/04/Plate-Loaded-Shoulder-Press.gif,/content/drive/MyDrive/fitness/data/Plate-Loaded-Shoulder-Press.gif
shoulders,Chest Supported Dumbbell Front Raises,https://fitnessprogramer.com/wp-content/uploads/2022/02/Chest-Supported-Dumbbell-Front-Raises.gif,/content/drive/MyDrive/fitness/data/Chest-Supported-Dumbbell-Front-Raises.gif
shoulders,One-Arm Dumbbell Upright Row,https://fitnessprogramer.com/wp-content/uploads/2022/12/One-Arm-Dumbbell-Upright-Row.gif,/content/drive/MyDrive/fitness/data/One-Arm-Dumbbell-Upright-Row.gif
shoulders,Single Arm Arnold Press,https://fitnessprogramer.com/wp-content/uploads/2022/12/Single-Arm-Arnold-Press.gif,/content/drive/MyDrive/fitness/data/Single-Arm-Arnold-Press.gif
shoulders,Kneeling Landmine Press,https://fitnessprogramer.com/wp-content/uploads/2022/12/Kneeling-Landmine-Press.gif,/content/drive/MyDrive/fitness/data/Kneeling-Landmine-Press.gif
shoulders,Pike Push-Up Between Chairs,https://fitnessprogramer.com/wp-content/uploads/2022/12/Pike-Push-Up-Between-Chairs.gif,/content/drive/MyDrive/fitness/data/Pike-Push-Up-Between-Chairs.gif
shoulders,Kettlebell Clean and Press,https://fitnessprogramer.com/wp-content/uploads/2023/06/Kettlebell-Clean-and-Press.gif,/content/drive/MyDrive/fitness/data/Kettlebell-Clean-and-Press.gif
shoulders,Dumbbell Z Press,https://fitnessprogramer.com/wp-content/uploads/2022/12/Dumbbell-Z-Press.gif,/content/drive/MyDrive/fitness/data/Dumbbell-Z-Press.gif
shoulders,Cable Y Raise,https://fitnessprogramer.com/wp-content/uploads/2022/12/cable-y-raise.gif,/content/drive/MyDrive/fitness/data/Cable-Y-Raise.gif
shoulders,Alternate Dumbbell Lateral Raise,https://fitnessprogramer.com/wp-content/uploads/2022/12/Alternate-Dumbbell-Lateral-Raise.gif,/content/drive/MyDrive/fitness/data/Alternate-Dumbbell-Lateral-Raise.gif
shoulders,Back Slaps Wrap Around Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/12/Back-Slaps-Wrap-Around-Stretch.gif,/content/drive/MyDrive/fitness/data/Back-Slaps-Wrap-Around-Stretch.gif
shoulders,Reaction Ball Throw,https://fitnessprogramer.com/wp-content/uploads/2023/08/Reaction-Ball-Throw-Agility-Ball-Drill-.gif,/content/drive/MyDrive/fitness/data/Reaction-Ball-Throw.gif
shoulders,Front Rack PVC Stretch,https://fitnessprogramer.com/wp-content/uploads/2023/06/PVC-Front-Rack-Stretch.gif,/content/drive/MyDrive/fitness/data/Front-Rack-PVC-Stretch.gif
shoulders,Lever High Row,https://fitnessprogramer.com/wp-content/uploads/2023/06/Lever-High-Row.gif,/content/drive/MyDrive/fitness/data/Lever-High-Row.gif
shoulders,Cable Half Kneeling Pallof Press,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Half-Kneeling-Pallof-Press.gif,/content/drive/MyDrive/fitness/data/Cable-Half-Kneeling-Pallof-Press.gif
shoulders,Chest and Front of Shoulder Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Chest-and-Front-of-Shoulder-Stretch.gif,/content/drive/MyDrive/fitness/data/Chest-and-Front-of-Shoulder-Stretch.gif
shoulders,Shoulder External Rotation,https://fitnessprogramer.com/wp-content/uploads/2023/06/shoulder-external-rotation-stretch.gif,/content/drive/MyDrive/fitness/data/Shoulder-External-Rotation.gif
shoulders,Shoulder Internal Rotation,https://fitnessprogramer.com/wp-content/uploads/2023/06/shoulder-internal-rotation-stretch.gif,/content/drive/MyDrive/fitness/data/Shoulder-Internal-Rotation.gif
shoulders,Lateral Raise with Towel on Wall,https://fitnessprogramer.com/wp-content/uploads/2023/06/Lateral-Raise-with-Towel-on-Wall.gif,/content/drive/MyDrive/fitness/data/Lateral-Raise-with-Towel-on-Wall.gif
shoulders,Alternating Shoulder Flexion,https://fitnessprogramer.com/wp-content/uploads/2023/06/Back-to-Wall-Alternating-Shoulder-Flexion.gif,/content/drive/MyDrive/fitness/data/Alternating-Shoulder-Flexion.gif
shoulders,Banded Shoulder External Rotation,https://fitnessprogramer.com/wp-content/uploads/2023/06/Banded-Shoulder-External-Rotation.gif,/content/drive/MyDrive/fitness/data/Banded-Shoulder-External-Rotation.gif
shoulders,Banded Shoulder Flexion,https://fitnessprogramer.com/wp-content/uploads/2023/06/Banded-Shoulder-Flexion.gif,/content/drive/MyDrive/fitness/data/Banded-Shoulder-Flexion.gif
shoulders,Banded Shoulder Extension,https://fitnessprogramer.com/wp-content/uploads/2023/06/Banded-Shoulder-Extension.gif,/content/drive/MyDrive/fitness/data/Banded-Shoulder-Extension.gif
shoulders,Band Single Arm Shoulder Press,https://fitnessprogramer.com/wp-content/uploads/2022/02/Band-Single-Arm-Shoulder-Press.gif,/content/drive/MyDrive/fitness/data/Band-Single-Arm-Shoulder-Press.gif
shoulders,Handstand Push-ups Between Benches,https://fitnessprogramer.com/wp-content/uploads/2023/07/Handstand-Push-ups-Between-Benches.gif,/content/drive/MyDrive/fitness/data/Handstand-Push-ups-Between-Benches.gif
shoulders,Kipping Handstand Push-up,https://fitnessprogramer.com/wp-content/uploads/2023/07/kipping-handstand-push-up.gif,/content/drive/MyDrive/fitness/data/Kipping-Handstand-Push-up.gif
shoulders,Bent-Over Dumbbell Rear Delt Raise With Head On Bench,https://fitnessprogramer.com/wp-content/uploads/2021/02/Bent-Over-Dumbbell-Rear-Delt-Raise-With-Head-On-Bench.gif,/content/drive/MyDrive/fitness/data/Bent-Over-Dumbbell-Rear-Delt-Raise-With-Head-On-Bench.gif
shoulders,Hindu Push-ups,https://fitnessprogramer.com/wp-content/uploads/2021/02/Pike-to-Cobra.gif,/content/drive/MyDrive/fitness/data/Hindu-Push-ups.gif
shoulders,Barbell Upright Row,https://fitnessprogramer.com/wp-content/uploads/2021/02/barbell-uprightrow.gif,/content/drive/MyDrive/fitness/data/Barbell-Upright-Row.gif
shoulders,Barbell Front Raise,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Front-Raise.gif,/content/drive/MyDrive/fitness/data/Barbell-Front-Raise.gif
shoulders,Corner Wall Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/07/Corner-Wall-Stretch.gif,/content/drive/MyDrive/fitness/data/Corner-Wall-Stretch.gif
shoulders,Barbell Thruster,https://fitnessprogramer.com/wp-content/uploads/2022/10/thruster.gif,/content/drive/MyDrive/fitness/data/Barbell-Thruster.gif
shoulders,One Arm Kettlebell Swing,https://fitnessprogramer.com/wp-content/uploads/2022/07/One-Arm-Kettlebell-Swing.gif,/content/drive/MyDrive/fitness/data/One-Arm-Kettlebell-Swing.gif
shoulders,Standing Reverse Shoulder Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/04/Standing-Reverse-Shoulder-Stretch.gif,/content/drive/MyDrive/fitness/data/Standing-Reverse-Shoulder-Stretch.gif
shoulders,Resistance Band Bent Over Rear Delt Fly,https://fitnessprogramer.com/wp-content/uploads/2023/01/Resistance-Band-Bent-Over-Rear-Delt-Fly.gif,/content/drive/MyDrive/fitness/data/Resistance-Band-Bent-Over-Rear-Delt-Fly.gif
shoulders,Medicine ball Overhead Slam,https://fitnessprogramer.com/wp-content/uploads/2022/06/Medicine-ball-Overhead-Slam-exercise.gif,/content/drive/MyDrive/fitness/data/Medicine-ball-Overhead-Slam.gif
shoulders,Doorway Pec and Shoulder Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/01/Doorway-chest-and-sshoulder-stretch.gif,/content/drive/MyDrive/fitness/data/Doorway-Pec-and-Shoulder-Stretch.gif
shoulders,Wall Ball,https://fitnessprogramer.com/wp-content/uploads/2023/01/wall-ball.gif,/content/drive/MyDrive/fitness/data/Wall-Ball.gif
shoulders,Resistance Band Pull Apart,https://fitnessprogramer.com/wp-content/uploads/2022/12/Resistance-Band-Pull-Apart.gif,/content/drive/MyDrive/fitness/data/Resistance-Band-Pull-Apart.gif
shoulders,Kettlebell Lateral Raise,https://fitnessprogramer.com/wp-content/uploads/2022/09/Kettlebell-Lateral-Raise.gif,/content/drive/MyDrive/fitness/data/Kettlebell-Lateral-Raise.gif
shoulders,Dumbbell Windmill,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Windmill.gif,/content/drive/MyDrive/fitness/data/Dumbbell-Windmill.gif
shoulders,Dumbbell Iron Cross,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Iron-Cross.gif,/content/drive/MyDrive/fitness/data/Dumbbell-Iron-Cross.gif
shoulders,Incline Landmine Press,https://fitnessprogramer.com/wp-content/uploads/2022/07/Incline-Landmine-Press.gif,/content/drive/MyDrive/fitness/data/Incline-Landmine-Press.gif
shoulders,Dumbbell Single Arm Lateral Raise,https://fitnessprogramer.com/wp-content/uploads/2022/06/Dumbbell-Single-Arm-Lateral-Raise.gif,/content/drive/MyDrive/fitness/data/Dumbbell-Single-Arm-Lateral-Raise.gif
shoulders,Dumbbell Seated Alternate Front Raise,https://fitnessprogramer.com/wp-content/uploads/2022/06/Dumbbell-Seated-Alternate-Front-Raises.gif,/content/drive/MyDrive/fitness/data/Dumbbell-Seated-Alternate-Front-Raise.gif
shoulders,Swing | Gymstick,https://fitnessprogramer.com/wp-content/uploads/2022/05/Swing-Gymstick.gif,/content/drive/MyDrive/fitness/data/Swing-|-Gymstick.gif
shoulders,Side Bend Press | Gymstick,https://fitnessprogramer.com/wp-content/uploads/2022/05/Side-Bend-Press.gif,/content/drive/MyDrive/fitness/data/Side-Bend-Press-|-Gymstick.gif
shoulders,Single Arm Upright Row | Gymstick,https://fitnessprogramer.com/wp-content/uploads/2022/05/Standing-Single-Arm-Upright-Row.gif,/content/drive/MyDrive/fitness/data/Single-Arm-Upright-Row-|-Gymstick.gif
shoulders,Behind the Head Military Press | Gymstick,https://fitnessprogramer.com/wp-content/uploads/2022/05/Standing-Behind-Head-Military-Press.gif,/content/drive/MyDrive/fitness/data/Behind-the-Head-Military-Press-|-Gymstick.gif
shoulders,Skier | Gymstick,https://fitnessprogramer.com/wp-content/uploads/2022/05/Skier-Gymstick.gif,/content/drive/MyDrive/fitness/data/Skier-|-Gymstick.gif
shoulders,Face Pull With Resistance Band,https://fitnessprogramer.com/wp-content/uploads/2022/05/Face-pull.gif,/content/drive/MyDrive/fitness/data/Face-Pull-With-Resistance-Band.gif
shoulders,Bent Over Row | Gymstick,https://fitnessprogramer.com/wp-content/uploads/2022/05/Bent-Over-Row-Gymstick.gif,/content/drive/MyDrive/fitness/data/Bent-Over-Row-|-Gymstick.gif
shoulders,Battle Rope,https://fitnessprogramer.com/wp-content/uploads/2015/07/Battle-Rope.gif,/content/drive/MyDrive/fitness/data/Battle-Rope.gif
chest,One Arm Medicine Ball Slam,https://fitnessprogramer.com/wp-content/uploads/2024/06/One-Arm-Medicine-Ball-Slam.gif,/content/drive/MyDrive/fitness/data/One-Arm-Medicine-Ball-Slam.gif
chest,Medicine Ball Overhead Throw,https://fitnessprogramer.com/wp-content/uploads/2023/09/Medicine-Ball-Overhead-Throw.gif,/content/drive/MyDrive/fitness/data/Medicine-Ball-Overhead-Throw.gif
chest,Standing Medicine Ball Chest Pass,https://fitnessprogramer.com/wp-content/uploads/2023/08/Standing-Medicine-Ball-Chest-Pass.gif,/content/drive/MyDrive/fitness/data/Standing-Medicine-Ball-Chest-Pass.gif
chest,Arm Scissors,https://fitnessprogramer.com/wp-content/uploads/2022/02/Arm-Scissors.gif,/content/drive/MyDrive/fitness/data/Arm-Scissors.gif
chest,Incline Chest Fly Machine,https://fitnessprogramer.com/wp-content/uploads/2023/06/Incline-Chest-Fly-Machine.gif,/content/drive/MyDrive/fitness/data/Incline-Chest-Fly-Machine.gif
chest,Bench Press,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Bench-Press.gif,/content/drive/MyDrive/fitness/data/Bench-Press.gif
chest,Pec Deck Fly,https://fitnessprogramer.com/wp-content/uploads/2021/02/Pec-Deck-Fly.gif,/content/drive/MyDrive/fitness/data/Pec-Deck-Fly.gif
chest,Dumbbell Pullover,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Pullover.gif,/content/drive/MyDrive/fitness/data/Dumbbell-Pullover.gif
chest,Low Cable Crossover,https://fitnessprogramer.com/wp-content/uploads/2021/02/Low-Cable-Crossover.gif,/content/drive/MyDrive/fitness/data/Low-Cable-Crossover.gif
chest,High Cable Crossover,https://fitnessprogramer.com/wp-content/uploads/2021/02/High-Cable-Crossover.gif,/content/drive/MyDrive/fitness/data/High-Cable-Crossover.gif
chest,Cable Upper Chest Crossovers,https://fitnessprogramer.com/wp-content/uploads/2021/10/Cable-Upper-Chest-Crossovers.gif,/content/drive/MyDrive/fitness/data/Cable-Upper-Chest-Crossovers.gif
chest,Incline Barbell Bench Press,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-Barbell-Bench-Press.gif,/content/drive/MyDrive/fitness/data/Incline-Barbell-Bench-Press.gif
chest,Dumbbell Fly,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Fly.gif,/content/drive/MyDrive/fitness/data/Dumbbell-Fly.gif
chest,Dumbbell Bench Press,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Press-1.gif,/content/drive/MyDrive/fitness/data/Dumbbell-Bench-Press.gif
chest,Cable Crossover,https://fitnessprogramer.com/wp-content/uploads/2021/02/Cable-Crossover.gif,/content/drive/MyDrive/fitness/data/Cable-Crossover.gif
chest,One-Arm Cable Chest Press,https://fitnessprogramer.com/wp-content/uploads/2021/12/One-Arm-Cable-Chest-Press.gif,/content/drive/MyDrive/fitness/data/One-Arm-Cable-Chest-Press.gif
chest,Single-Arm Cable Crossover,https://fitnessprogramer.com/wp-content/uploads/2021/10/Single-Arm-Cable-Crossover.gif,/content/drive/MyDrive/fitness/data/Single-Arm-Cable-Crossover.gif
chest,Incline Dumbbell Fly,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-dumbbell-Fly.gif,/content/drive/MyDrive/fitness/data/Incline-Dumbbell-Fly.gif
chest,Incline Dumbbell Press,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-Dumbbell-Press.gif,/content/drive/MyDrive/fitness/data/Incline-Dumbbell-Press.gif
chest,Reverse Grip Incline Dumbbell Press,https://fitnessprogramer.com/wp-content/uploads/2021/09/Reverse-Grip-Incline-Dumbbell-Press.gif,/content/drive/MyDrive/fitness/data/Reverse-Grip-Incline-Dumbbell-Press.gif
chest,Machine Fly,https://fitnessprogramer.com/wp-content/uploads/2021/05/10301301-Lever-Pec-Deck-Fly_Chest_720.gif,/content/drive/MyDrive/fitness/data/Machine-Fly.gif
chest,Decline Dumbbell Press,https://fitnessprogramer.com/wp-content/uploads/2021/02/Decline-Dumbbell-Press.gif,/content/drive/MyDrive/fitness/data/Decline-Dumbbell-Press.gif
chest,Lever Incline Chest Press,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Incline-Chest-Press.gif,/content/drive/MyDrive/fitness/data/Lever-Incline-Chest-Press.gif
chest,Chest Dips,https://fitnessprogramer.com/wp-content/uploads/2021/06/Chest-Dips.gif,/content/drive/MyDrive/fitness/data/Chest-Dips.gif
chest,Assisted Chest Dip,https://fitnessprogramer.com/wp-content/uploads/2021/06/Assisted-Chest-Dip.gif,/content/drive/MyDrive/fitness/data/Assisted-Chest-Dip.gif
chest,Lying Cable Fly,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lying-Cable-Fly.gif,/content/drive/MyDrive/fitness/data/Lying-Cable-Fly.gif
chest,Drop Push-Up,https://fitnessprogramer.com/wp-content/uploads/2021/06/Drop-Push-Up.gif,/content/drive/MyDrive/fitness/data/Drop-Push-Up.gif
chest,Inner Chest Press Machine,https://fitnessprogramer.com/wp-content/uploads/2021/06/Inner-Chest-Press-Machine.gif,/content/drive/MyDrive/fitness/data/Inner-Chest-Press-Machine.gif
chest,Decline Dumbbell Fly,https://fitnessprogramer.com/wp-content/uploads/2021/06/Decline-Dumbbell-Fly.gif,/content/drive/MyDrive/fitness/data/Decline-Dumbbell-Fly.gif
chest,Incline Dumbbell Hammer Press,https://fitnessprogramer.com/wp-content/uploads/2021/06/Incline-Dumbbel-Hammer-Press.gif,/content/drive/MyDrive/fitness/data/Incline-Dumbbell-Hammer-Press.gif
chest,Dumbbell Upward Fly,https://fitnessprogramer.com/wp-content/uploads/2021/10/Dumbbell-Upward-Fly.gif,/content/drive/MyDrive/fitness/data/Dumbbell-Upward-Fly.gif
chest,Narrow Grip Wall Push-Up,https://fitnessprogramer.com/wp-content/uploads/2021/06/Narrow-Grip-Wall-Push-Up.gif,/content/drive/MyDrive/fitness/data/Narrow-Grip-Wall-Push-Up.gif
chest,Shoulder Stretch Behind Back,https://fitnessprogramer.com/wp-content/uploads/2021/04/Shoulder-Stretch-Behind-Back.gif,/content/drive/MyDrive/fitness/data/Shoulder-Stretch-Behind-Back.gif
chest,Decline Chest Press Machine,https://fitnessprogramer.com/wp-content/uploads/2021/08/Decline-Chest-Press-Machine.gif,/content/drive/MyDrive/fitness/data/Decline-Chest-Press-Machine.gif
chest,Lying Chest Press Machine,https://fitnessprogramer.com/wp-content/uploads/2021/08/Lying-Chest-Press-Machine.gif,/content/drive/MyDrive/fitness/data/Lying-Chest-Press-Machine.gif
chest,Wall Push-up,https://fitnessprogramer.com/wp-content/uploads/2021/04/Wall-Push-ups.gif,/content/drive/MyDrive/fitness/data/Wall-Push-up.gif
chest,Smith Machine Hex Press,https://fitnessprogramer.com/wp-content/uploads/2021/09/Smith-Machine-Hex-Press.gif,/content/drive/MyDrive/fitness/data/Smith-Machine-Hex-Press.gif
chest,Close-grip Incline Dumbbell Press,https://fitnessprogramer.com/wp-content/uploads/2021/09/Close-grip-Incline-Dumbbell-Press.gif,/content/drive/MyDrive/fitness/data/Close-grip-Incline-Dumbbell-Press.gif
chest,Kneeling Push-up,https://fitnessprogramer.com/wp-content/uploads/2022/01/Kneeling-Push-up.gif,/content/drive/MyDrive/fitness/data/Kneeling-Push-up.gif
chest,Decline Cable Fly,https://fitnessprogramer.com/wp-content/uploads/2021/06/Decline-Cable-Fly.gif,/content/drive/MyDrive/fitness/data/Decline-Cable-Fly.gif
chest,Smith Machine Bench Press,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Bench-Press.gif,/content/drive/MyDrive/fitness/data/Smith-Machine-Bench-Press.gif
chest,Smith Machine Incline Bench Press,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Incline-Bench-Press.gif,/content/drive/MyDrive/fitness/data/Smith-Machine-Incline-Bench-Press.gif
chest,Parallel Bar Dips,https://fitnessprogramer.com/wp-content/uploads/2022/04/parallel-bar-dip.gif,/content/drive/MyDrive/fitness/data/Parallel-Bar-Dips.gif
chest,Back Pec Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/05/Back-Pec-Stretch.gif,/content/drive/MyDrive/fitness/data/Back-Pec-Stretch.gif
chest,Lever Incline Hammer Chest Press,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Incline-Hammer-Chest-Press.gif,/content/drive/MyDrive/fitness/data/Lever-Incline-Hammer-Chest-Press.gif
chest,Lever Crossovers,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Crossovers.gif,/content/drive/MyDrive/fitness/data/Lever-Crossovers.gif
