targetMuscle,title,path_url,exercise_id,exercise_name,targetMuscles_api,secondaryMuscles_api,bodyParts_api,equipments_api,gif_url,match_score,status,search_text
full-body,One Arm Medicine Ball Slam,data/One-Arm-Medicine-Ball-Slam.gif,aDoFKrE,medicine ball chest pass,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""medicine ball""]",https://static.exercisedb.dev/media/aDoFKrE.gif,56.22,matched,"medicine ball chest pass [""pectorals""] [""shoulders"", ""triceps""]"
full-body,Navy Seal Burpee,data/Navy-Seal-Burpee.gif,0JtKWum,dumbbell burpee,"[""cardiovascular system""]","[""quadriceps"", ""hamstrings"", ""calves"", ""shoulders"", ""triceps"", ""core""]","[""cardio""]","[""dumbbell""]",https://static.exercisedb.dev/media/0JtKWum.gif,46.45,matched,"dumbbell burpee [""cardiovascular system""] [""quadriceps"", ""hamstrings"", ""calves"", ""shoulders"", ""triceps"", ""core""]"
full-body,Dumbbell Walking Lunge,data/Dumbbell-Walking-Lunge.gif,1VpF8db,dumbbell bicep curl lunge with bowling motion,"[""biceps""]","[""forearms"", ""shoulders""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/1VpF8db.gif,62.22,matched,"dumbbell bicep curl lunge with bowling motion [""biceps""] [""forearms"", ""shoulders""]"
full-body,Dumbbell Push Press,data/Dumbbell-Push-Press.gif,1qrWgZ2,dumbbell decline hammer press,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/1qrWgZ2.gif,67.88,matched,"dumbbell decline hammer press [""pectorals""] [""triceps"", ""shoulders""]"
full-body,Dumbbell Deadlift,data/Dumbbell-Deadlift.gif,2Ty4idJ,advanced dumbbell stiff leg deadlift,"[""glutes""]","[""hamstrings"", ""lower back""]","[""upper legs""]","[""dumbbell""]",https://static.exercisedb.dev/media/2Ty4idJ.gif,80.0,matched,"advanced dumbbell stiff leg deadlift [""glutes""] [""hamstrings"", ""lower back""]"
full-body,Dumbbell Sumo Deadlift,data/Dumbbell-Sumo-Deadlift.gif,2Ty4idJ,advanced dumbbell stiff leg deadlift,"[""glutes""]","[""hamstrings"", ""lower back""]","[""upper legs""]","[""dumbbell""]",https://static.exercisedb.dev/media/2Ty4idJ.gif,69.74,matched,"advanced dumbbell stiff leg deadlift [""glutes""] [""hamstrings"", ""lower back""]"
full-body,Backward Medicine Ball Throw,data/Backward-Medicine-Ball-Throw.gif,aDoFKrE,medicine ball chest pass,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""medicine ball""]",https://static.exercisedb.dev/media/aDoFKrE.gif,56.22,matched,"medicine ball chest pass [""pectorals""] [""shoulders"", ""triceps""]"
full-body,Zercher Carry,data/Zercher-Carry.gif,72BC5Za,archer pull up,"[""lats""]","[""biceps"", ""forearms""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/72BC5Za.gif,35.56,matched,"archer pull up [""lats""] [""biceps"", ""forearms""]"
full-body,Wall Walk,data/Wall-Walk.gif,a8VDgLw,stationary bike walk,"[""cardiovascular system""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""cardio""]","[""leverage machine""]",https://static.exercisedb.dev/media/a8VDgLw.gif,49.23,matched,"stationary bike walk [""cardiovascular system""] [""quadriceps"", ""hamstrings"", ""calves""]"
full-body,Kettlebell Hang Clean,data/Kettlebell-Hang-Clean.gif,4KJEpzb,kettlebell bottoms up clean from the hang position,"[""biceps""]","[""forearms"", ""shoulders""]","[""upper arms""]","[""kettlebell""]",https://static.exercisedb.dev/media/4KJEpzb.gif,80.0,matched,"kettlebell bottoms up clean from the hang position [""biceps""] [""forearms"", ""shoulders""]"
full-body,Dumbbell Power Clean,data/Dumbbell-Power-Clean.gif,7Hg55JG,dumbbell clean,"[""glutes""]","[""hamstrings"", ""quadriceps"", ""calves""]","[""upper legs""]","[""dumbbell""]",https://static.exercisedb.dev/media/7Hg55JG.gif,80.0,matched,"dumbbell clean [""glutes""] [""hamstrings"", ""quadriceps"", ""calves""]"
full-body,Dumbbell Devil Press,data/Dumbbell-Devil-Press.gif,1qrWgZ2,dumbbell decline hammer press,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/1qrWgZ2.gif,65.88,matched,"dumbbell decline hammer press [""pectorals""] [""triceps"", ""shoulders""]"
full-body,Overhead Squat,data/Overhead-Squat.gif,5BZHW9s,squat to overhead reach with twist,"[""quads""]","[""glutes"", ""hamstrings"", ""core""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/5BZHW9s.gif,80.0,matched,"squat to overhead reach with twist [""quads""] [""glutes"", ""hamstrings"", ""core""]"
full-body,Ski Ergometer,data/Ski-Ergometer.gif,5MRH8H2,ski step,"[""cardiovascular system""]","[""quadriceps"", ""hamstrings"", ""glutes"", ""calves""]","[""cardio""]","[""body weight""]",https://static.exercisedb.dev/media/5MRH8H2.gif,45.71,matched,"ski step [""cardiovascular system""] [""quadriceps"", ""hamstrings"", ""glutes"", ""calves""]"
full-body,Human Flag,data/Human-Flag.gif,01qpYSe,upward facing dog,"[""spine""]","[""shoulders"", ""chest""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/01qpYSe.gif,35.56,matched,"upward facing dog [""spine""] [""shoulders"", ""chest""]"
full-body,Farmer's Walk,data/Farmer's-Walk.gif,a8VDgLw,stationary bike walk,"[""cardiovascular system""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""cardio""]","[""leverage machine""]",https://static.exercisedb.dev/media/a8VDgLw.gif,37.65,matched,"stationary bike walk [""cardiovascular system""] [""quadriceps"", ""hamstrings"", ""calves""]"
full-body,Log Lift,data/Log-Lift.gif,8IbNZwc,rough band hip lift,"[""glutes""]","[""hamstrings"", ""quadriceps""]","[""upper legs""]","[""band""]",https://static.exercisedb.dev/media/8IbNZwc.gif,53.33,matched,"rough band hip lift [""glutes""] [""hamstrings"", ""quadriceps""]"
full-body,Tire Sledge Hammer,data/Tire-Sledge-Hammer.gif,1qrWgZ2,dumbbell decline hammer press,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/1qrWgZ2.gif,47.66,matched,"dumbbell decline hammer press [""pectorals""] [""triceps"", ""shoulders""]"
full-body,Tire Flip,data/Tire-Flip.gif,1ZFqTDN,air bike,"[""abs""]","[""hip flexors""]","[""waist""]","[""body weight""]",https://static.exercisedb.dev/media/1ZFqTDN.gif,37.65,matched,"air bike [""abs""] [""hip flexors""]"
full-body,Barbell Snatch,data/Barbell-Snatch.gif,25GPyDY,barbell curl,"[""biceps""]","[""forearms""]","[""upper arms""]","[""barbell""]",https://static.exercisedb.dev/media/25GPyDY.gif,58.95,matched,"barbell curl [""biceps""] [""forearms""]"
full-body,Power Snatch,data/Power-Snatch.gif,6pTkI99,dumbbell one arm snatch,"[""glutes""]","[""hamstrings"", ""quadriceps"", ""core""]","[""upper legs""]","[""dumbbell""]",https://static.exercisedb.dev/media/6pTkI99.gif,53.33,matched,"dumbbell one arm snatch [""glutes""] [""hamstrings"", ""quadriceps"", ""core""]"
full-body,Muscle Snatch,data/Muscle-Snatch.gif,6pTkI99,dumbbell one arm snatch,"[""glutes""]","[""hamstrings"", ""quadriceps"", ""core""]","[""upper legs""]","[""dumbbell""]",https://static.exercisedb.dev/media/6pTkI99.gif,50.53,matched,"dumbbell one arm snatch [""glutes""] [""hamstrings"", ""quadriceps"", ""core""]"
full-body,Heaving Snatch Balance,data/Heaving-Snatch-Balance.gif,1jXLYEw,standing lateral stretch,"[""lats""]","[""shoulders"", ""obliques""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/1jXLYEw.gif,45.22,matched,"standing lateral stretch [""lats""] [""shoulders"", ""obliques""]"
full-body,Barbell Hang Clean,data/Barbell-Hang-Clean.gif,25GPyDY,barbell curl,"[""biceps""]","[""forearms""]","[""upper arms""]","[""barbell""]",https://static.exercisedb.dev/media/25GPyDY.gif,58.95,matched,"barbell curl [""biceps""] [""forearms""]"
full-body,Rowing Machine,data/Rowing-Machine.gif,7WcQgkm,smith machine incline tricep extension - straight variation,"[""triceps""]","[""shoulders""]","[""upper arms""]","[""smith machine""]",https://static.exercisedb.dev/media/7WcQgkm.gif,53.33,matched,"smith machine incline tricep extension - straight variation [""triceps""] [""shoulders""]"
full-body,Barbell Bent Over Row,data/Barbell-Bent-Over-Row.gif,5lE7XRz,smith bent over row with declined,"[""upper back""]","[""biceps"", ""forearms""]","[""back""]","[""smith machine""]",https://static.exercisedb.dev/media/5lE7XRz.gif,61.18,matched,"smith bent over row with declined [""upper back""] [""biceps"", ""forearms""]"
full-body,Legless Rope Climb,data/Legless-Rope-Climb.gif,7B4F5nZ,lever calf press,"[""calves""]","[""hamstrings""]","[""lower legs""]","[""leverage machine""]",https://static.exercisedb.dev/media/7B4F5nZ.gif,42.35,matched,"lever calf press [""calves""] [""hamstrings""]"
full-body,Push-up Toe Touch,data/Push-up-Toe-Touch.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,53.33,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
full-body,Bent Over Dumbbell Row,data/Bent-Over-Dumbbell-Row.gif,3T12T87,dumbbell standing bent over two arm triceps extension,"[""triceps""]","[""shoulders"", ""back""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/3T12T87.gif,72.0,matched,"dumbbell standing bent over two arm triceps extension [""triceps""] [""shoulders"", ""back""]"
full-body,Muscle-Up,data/Muscle-Up.gif,Af0EW2I,muscle-up (on vertical bar),"[""lats""]","[""biceps"", ""triceps"", ""forearms""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/Af0EW2I.gif,80.0,matched,"muscle-up (on vertical bar) [""lats""] [""biceps"", ""triceps"", ""forearms""]"
full-body,Push Press,data/Push-Press.gif,0dCyly0,barbell seated bradford rocky press,"[""delts""]","[""triceps"", ""upper back""]","[""shoulders""]","[""barbell""]",https://static.exercisedb.dev/media/0dCyly0.gif,53.33,matched,"barbell seated bradford rocky press [""delts""] [""triceps"", ""upper back""]"
full-body,Landmine Squat to Press,data/Landmine-Squat-to-Press.gif,75Bgtjy,potty squat,"[""abs""]","[""quadriceps"", ""glutes""]","[""waist""]","[""body weight""]",https://static.exercisedb.dev/media/75Bgtjy.gif,50.0,matched,"potty squat [""abs""] [""quadriceps"", ""glutes""]"
full-body,Barbell Clean and Press,data/Barbell-Clean-and-Press.gif,3TZduzM,barbell incline bench press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""barbell""]",https://static.exercisedb.dev/media/3TZduzM.gif,60.8,matched,"barbell incline bench press [""pectorals""] [""shoulders"", ""triceps""]"
full-body,Power Clean,data/Power-Clean.gif,4KJEpzb,kettlebell bottoms up clean from the hang position,"[""biceps""]","[""forearms"", ""shoulders""]","[""upper arms""]","[""kettlebell""]",https://static.exercisedb.dev/media/4KJEpzb.gif,50.0,matched,"kettlebell bottoms up clean from the hang position [""biceps""] [""forearms"", ""shoulders""]"
full-body,Turkish Get-up,data/Turkish-Get-up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,45.71,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
full-body,Kettlebell Swings,data/Kettlebell-Swings.gif,9Tkqa9O,kettlebell windmill,"[""abs""]","[""obliques"", ""shoulders""]","[""waist""]","[""kettlebell""]",https://static.exercisedb.dev/media/9Tkqa9O.gif,62.22,matched,"kettlebell windmill [""abs""] [""obliques"", ""shoulders""]"
full-body,One Arm Kettlebell Snatch,data/One-Arm-Kettlebell-Snatch.gif,6pTkI99,dumbbell one arm snatch,"[""glutes""]","[""hamstrings"", ""quadriceps"", ""core""]","[""upper legs""]","[""dumbbell""]",https://static.exercisedb.dev/media/6pTkI99.gif,63.33,matched,"dumbbell one arm snatch [""glutes""] [""hamstrings"", ""quadriceps"", ""core""]"
full-body,Impossible Dips,data/Impossible-Dips.gif,05Cf2v8,impossible dips,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""body weight""]",https://static.exercisedb.dev/media/05Cf2v8.gif,80.0,matched,"impossible dips [""triceps""] [""chest"", ""shoulders""]"
full-body,Korean Dips,data/Korean-Dips.gif,7aVz15j,triceps dips floor,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""body weight""]",https://static.exercisedb.dev/media/7aVz15j.gif,44.14,matched,"triceps dips floor [""triceps""] [""chest"", ""shoulders""]"
full-body,Straight Bar Dip,data/Straight-Bar-Dip.gif,4Ml7QFO,hanging straight leg raise,"[""abs""]","[""hip flexors""]","[""waist""]","[""body weight""]",https://static.exercisedb.dev/media/4Ml7QFO.gif,53.33,matched,"hanging straight leg raise [""abs""] [""hip flexors""]"
full-body,Kettlebell Clean and Jerk,data/Kettlebell-Clean-and-Jerk.gif,7Ba7bQ2,kettlebell two arm clean,"[""delts""]","[""traps"", ""forearms""]","[""shoulders""]","[""kettlebell""]",https://static.exercisedb.dev/media/7Ba7bQ2.gif,64.0,matched,"kettlebell two arm clean [""delts""] [""traps"", ""forearms""]"
full-body,Dumbbell Burpees,data/Dumbbell-Burpees.gif,0JtKWum,dumbbell burpee,"[""cardiovascular system""]","[""quadriceps"", ""hamstrings"", ""calves"", ""shoulders"", ""triceps"", ""core""]","[""cardio""]","[""dumbbell""]",https://static.exercisedb.dev/media/0JtKWum.gif,77.42,matched,"dumbbell burpee [""cardiovascular system""] [""quadriceps"", ""hamstrings"", ""calves"", ""shoulders"", ""triceps"", ""core""]"
full-body,Dumbbell Jump Squat,data/Dumbbell-Jump-Squat.gif,1gFNTZV,barbell jump squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""barbell""]",https://static.exercisedb.dev/media/1gFNTZV.gif,69.19,matched,"barbell jump squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
full-body,Burpees,data/Burpees.gif,0JtKWum,dumbbell burpee,"[""cardiovascular system""]","[""quadriceps"", ""hamstrings"", ""calves"", ""shoulders"", ""triceps"", ""core""]","[""cardio""]","[""dumbbell""]",https://static.exercisedb.dev/media/0JtKWum.gif,43.64,matched,"dumbbell burpee [""cardiovascular system""] [""quadriceps"", ""hamstrings"", ""calves"", ""shoulders"", ""triceps"", ""core""]"
full-body,L-Sit Pull-Up,data/L-Sit-Pull-Up.gif,2gPfomN,3/4 sit-up,"[""abs""]","[""hip flexors"", ""lower back""]","[""waist""]","[""body weight""]",https://static.exercisedb.dev/media/2gPfomN.gif,60.0,matched,"3/4 sit-up [""abs""] [""hip flexors"", ""lower back""]"
full-body,Back Lever,data/Back-Lever.gif,17lJ1kr,lever lying leg curl,"[""hamstrings""]","[""calves""]","[""upper legs""]","[""leverage machine""]",https://static.exercisedb.dev/media/17lJ1kr.gif,53.33,matched,"lever lying leg curl [""hamstrings""] [""calves""]"
full-body,Front Lever Pull-up,data/Front-Lever-Pull-up.gif,7F1DVzn,lever front pulldown,"[""lats""]","[""biceps"", ""rhomboids"", ""rear deltoids""]","[""back""]","[""leverage machine""]",https://static.exercisedb.dev/media/7F1DVzn.gif,65.64,matched,"lever front pulldown [""lats""] [""biceps"", ""rhomboids"", ""rear deltoids""]"
full-body,One Arm Dumbbell Snatch,data/One-Arm-Dumbbell-Snatch.gif,6pTkI99,dumbbell one arm snatch,"[""glutes""]","[""hamstrings"", ""quadriceps"", ""core""]","[""upper legs""]","[""dumbbell""]",https://static.exercisedb.dev/media/6pTkI99.gif,80.0,matched,"dumbbell one arm snatch [""glutes""] [""hamstrings"", ""quadriceps"", ""core""]"
full-body,Archer Pull-up,data/Archer-Pull-up.gif,72BC5Za,archer pull up,"[""lats""]","[""biceps"", ""forearms""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/72BC5Za.gif,80.0,matched,"archer pull up [""lats""] [""biceps"", ""forearms""]"
full-body,Cross Body Push-up,data/Cross-Body-Push-up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,53.33,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
full-body,Trap Bar Jump Squat,data/Trap-Bar-Jump-Squat.gif,1gFNTZV,barbell jump squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""barbell""]",https://static.exercisedb.dev/media/1gFNTZV.gif,60.54,matched,"barbell jump squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
full-body,Medicine Ball-Sit-up Throw,data/Medicine-Ball-Sit-up-Throw.gif,8K7m2SS,medicine ball close grip push up,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""medicine ball""]",https://static.exercisedb.dev/media/8K7m2SS.gif,60.95,matched,"medicine ball close grip push up [""triceps""] [""chest"", ""shoulders""]"
full-body,Barbell Jump Squat,data/Barbell-Jump-Squat.gif,1gFNTZV,barbell jump squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""barbell""]",https://static.exercisedb.dev/media/1gFNTZV.gif,80.0,matched,"barbell jump squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
full-body,Handstand Walk,data/Handstand-Walk.gif,a8VDgLw,stationary bike walk,"[""cardiovascular system""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""cardio""]","[""leverage machine""]",https://static.exercisedb.dev/media/a8VDgLw.gif,42.35,matched,"stationary bike walk [""cardiovascular system""] [""quadriceps"", ""hamstrings"", ""calves""]"
full-body,Handstand,data/Handstand.gif,1GPHRyK,janda sit-up,"[""abs""]","[""hip flexors"", ""lower back""]","[""waist""]","[""body weight""]",https://static.exercisedb.dev/media/1GPHRyK.gif,38.1,matched,"janda sit-up [""abs""] [""hip flexors"", ""lower back""]"
full-body,Kettlebell Clean and Press,data/Kettlebell-Clean-and-Press.gif,5KLbZWx,kettlebell alternating press,"[""delts""]","[""triceps"", ""core""]","[""shoulders""]","[""kettlebell""]",https://static.exercisedb.dev/media/5KLbZWx.gif,65.19,matched,"kettlebell alternating press [""delts""] [""triceps"", ""core""]"
full-body,Climbing Monkey Bars,data/Climbing-Monkey-Bars.gif,1ZFqTDN,air bike,"[""abs""]","[""hip flexors""]","[""waist""]","[""body weight""]",https://static.exercisedb.dev/media/1ZFqTDN.gif,40.0,matched,"air bike [""abs""] [""hip flexors""]"
full-body,Kipping Handstand Push-up,data/Kipping-Handstand-Push-up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,53.33,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
full-body,Snap Jumps,data/Snap-Jumps.gif,7xeukSt,scapula dips,"[""traps""]","[""rhomboids"", ""deltoids""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/7xeukSt.gif,43.64,matched,"scapula dips [""traps""] [""rhomboids"", ""deltoids""]"
full-body,Barbell Thruster,data/Barbell-Thruster.gif,4Leypho,barbell skier,"[""delts""]","[""triceps"", ""core""]","[""shoulders""]","[""barbell""]",https://static.exercisedb.dev/media/4Leypho.gif,60.69,matched,"barbell skier [""delts""] [""triceps"", ""core""]"
full-body,Bodyweight Skull Crushers,data/Bodyweight-Skull-Crushers.gif,3xK09Sk,bodyweight squatting row,"[""upper back""]","[""biceps"", ""shoulders""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/3xK09Sk.gif,48.98,matched,"bodyweight squatting row [""upper back""] [""biceps"", ""shoulders""]"
full-body,Straddle Planche,,9WTm7dq,chest dip,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/9WTm7dq.gif,38.4,matched,"chest dip [""pectorals""] [""triceps"", ""shoulders""]"
full-body,One Arm Kettlebell Swing,data/One-Arm-Kettlebell-Swing.gif,7Ba7bQ2,kettlebell two arm clean,"[""delts""]","[""traps"", ""forearms""]","[""shoulders""]","[""kettlebell""]",https://static.exercisedb.dev/media/7Ba7bQ2.gif,60.0,matched,"kettlebell two arm clean [""delts""] [""traps"", ""forearms""]"
full-body,Medicine ball Overhead Slam,data/Medicine-ball-Overhead-Slam.gif,aDoFKrE,medicine ball chest pass,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""medicine ball""]",https://static.exercisedb.dev/media/aDoFKrE.gif,56.47,matched,"medicine ball chest pass [""pectorals""] [""shoulders"", ""triceps""]"
full-body,Wall Ball,data/Wall-Ball.gif,1IG6gVF,prone twist on stability ball,"[""abs""]","[""obliques"", ""lower back""]","[""waist""]","[""stability ball""]",https://static.exercisedb.dev/media/1IG6gVF.gif,49.23,matched,"prone twist on stability ball [""abs""] [""obliques"", ""lower back""]"
full-body,Kettlebell Renegade Row,data/Kettlebell-Renegade-Row.gif,9Tkqa9O,kettlebell windmill,"[""abs""]","[""obliques"", ""shoulders""]","[""waist""]","[""kettlebell""]",https://static.exercisedb.dev/media/9Tkqa9O.gif,55.17,matched,"kettlebell windmill [""abs""] [""obliques"", ""shoulders""]"
full-body,Push-Up to Renegade Row,data/Push-Up-to-Renegade-Row.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,53.33,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
full-body,Modified Hindu Push-up,data/Modified-Hindu-Push-up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,53.33,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
full-body,Planche Push-Up,data/Planche-Push-Up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,66.21,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
full-body,Archer Push-Up,data/Archer-Push-Up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,80.0,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
full-body,Kettlebell Figure 8,data/Kettlebell-Figure-8.gif,4KJEpzb,kettlebell bottoms up clean from the hang position,"[""biceps""]","[""forearms"", ""shoulders""]","[""upper arms""]","[""kettlebell""]",https://static.exercisedb.dev/media/4KJEpzb.gif,55.17,matched,"kettlebell bottoms up clean from the hang position [""biceps""] [""forearms"", ""shoulders""]"
full-body,Dumbbell Renegade Row,data/Dumbbell-Renegade-Row.gif,7vG5o25,dumbbell incline row,"[""upper back""]","[""biceps"", ""shoulders""]","[""back""]","[""dumbbell""]",https://static.exercisedb.dev/media/7vG5o25.gif,60.0,matched,"dumbbell incline row [""upper back""] [""biceps"", ""shoulders""]"
full-body,Dumbbell Iron Cross,data/Dumbbell-Iron-Cross.gif,1RIkUHT,dumbbell iron cross - improved variation,"[""delts""]","[""triceps"", ""chest""]","[""shoulders""]","[""dumbbell""]",https://static.exercisedb.dev/media/1RIkUHT.gif,80.0,matched,"dumbbell iron cross - improved variation [""delts""] [""triceps"", ""chest""]"
full-body,Ring Dips,data/Ring-Dips.gif,05Cf2v8,impossible dips,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""body weight""]",https://static.exercisedb.dev/media/05Cf2v8.gif,49.23,matched,"impossible dips [""triceps""] [""chest"", ""shoulders""]"
full-body,Battle Rope,data/Battle-Rope.gif,aaXr7ld,lever t bar row,"[""upper back""]","[""biceps"", ""forearms""]","[""back""]","[""leverage machine""]",https://static.exercisedb.dev/media/aaXr7ld.gif,43.08,matched,"lever t bar row [""upper back""] [""biceps"", ""forearms""]"
neck,Weighted Lateral Neck Flexion,data/Weighted-Lateral-Neck-Flexion.gif,13VW2VO,weighted stretch lunge,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""weighted""]",https://static.exercisedb.dev/media/13VW2VO.gif,50.2,matched,"weighted stretch lunge [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
neck,Weighted Lying Neck Extension,data/Weighted-Lying-Neck-Extension.gif,6MfS53i,dumbbell lying single extension,"[""triceps""]","[""shoulders""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/6MfS53i.gif,56.0,matched,"dumbbell lying single extension [""triceps""] [""shoulders""]"
neck,Weighted Lying Neck Flexion,data/Weighted-Lying-Neck-Flexion.gif,5WiFcYk,weighted lunge with swing,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""weighted""]",https://static.exercisedb.dev/media/5WiFcYk.gif,49.23,matched,"weighted lunge with swing [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
neck,Gittleson Shrug,data/Gittleson-Shrug.gif,5bpPTHv,kettlebell pistol squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""kettlebell""]",https://static.exercisedb.dev/media/5bpPTHv.gif,37.89,matched,"kettlebell pistol squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
neck,Diagonal Neck Stretch,data/Diagonal-Neck-Stretch.gif,0mB6wHO,runners stretch,"[""hamstrings""]","[""calves"", ""quadriceps""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0mB6wHO.gif,50.91,matched,"runners stretch [""hamstrings""] [""calves"", ""quadriceps""]"
neck,Neck Rotation Stretch,data/Neck-Rotation-Stretch.gif,0mB6wHO,runners stretch,"[""hamstrings""]","[""calves"", ""quadriceps""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0mB6wHO.gif,50.91,matched,"runners stretch [""hamstrings""] [""calves"", ""quadriceps""]"
neck,Neck Flexion Stretch,data/Neck-Flexion-Stretch.gif,2Dk4xQV,rocking frog stretch,"[""glutes""]","[""hamstrings"", ""quadriceps""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/2Dk4xQV.gif,52.0,matched,"rocking frog stretch [""glutes""] [""hamstrings"", ""quadriceps""]"
neck,Neck Extension Stretch,data/Neck-Extension-Stretch.gif,4CBIBOM,barbell seated close grip behind neck triceps extension,"[""triceps""]","[""shoulders""]","[""upper arms""]","[""barbell""]",https://static.exercisedb.dev/media/4CBIBOM.gif,62.22,matched,"barbell seated close grip behind neck triceps extension [""triceps""] [""shoulders""]"
neck,Side Neck Stretch,data/Side-Neck-Stretch.gif,0mB6wHO,runners stretch,"[""hamstrings""]","[""calves"", ""quadriceps""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0mB6wHO.gif,55.0,matched,"runners stretch [""hamstrings""] [""calves"", ""quadriceps""]"
neck,Side Push Neck Stretch,data/Side-Push-Neck-Stretch.gif,0mB6wHO,runners stretch,"[""hamstrings""]","[""calves"", ""quadriceps""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0mB6wHO.gif,50.91,matched,"runners stretch [""hamstrings""] [""calves"", ""quadriceps""]"
