targetMuscle,title,path_url,exercise_id,exercise_name,targetMuscles_api,secondaryMuscles_api,bodyParts_api,equipments_api,gif_url,match_score,status,search_text
leg,Kettlebell Split Snatch,data/Kettlebell-Split-Snatch.gif,5bpPTHv,kettlebell pistol squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""kettlebell""]",https://static.exercisedb.dev/media/5bpPTHv.gif,55.65,matched,"kettlebell pistol squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Kettlebell Swings,data/Kettlebell-Swings.gif,9Tkqa9O,kettlebell windmill,"[""abs""]","[""obliques"", ""shoulders""]","[""waist""]","[""kettlebell""]",https://static.exercisedb.dev/media/9Tkqa9O.gif,62.22,matched,"kettlebell windmill [""abs""] [""obliques"", ""shoulders""]"
leg,Bodyweight Box Squat,data/Bodyweight-Box-Squat.gif,3xK09Sk,bodyweight squatting row,"[""upper back""]","[""biceps"", ""shoulders""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/3xK09Sk.gif,65.45,matched,"bodyweight squatting row [""upper back""] [""biceps"", ""shoulders""]"
leg,Step Up Single Leg Balance with Bicep Curl,data/Step-Up-Single-Leg-Balance-with-Bicep-Curl.gif,76vfTdU,dumbbell step up single leg balance with bicep curl,"[""biceps""]","[""quadriceps"", ""glutes"", ""hamstrings""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/76vfTdU.gif,80.0,matched,"dumbbell step up single leg balance with bicep curl [""biceps""] [""quadriceps"", ""glutes"", ""hamstrings""]"
leg,Dumbbell Step-Up,data/Dumbbell-Step-Up.gif,76vfTdU,dumbbell step up single leg balance with bicep curl,"[""biceps""]","[""quadriceps"", ""glutes"", ""hamstrings""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/76vfTdU.gif,80.0,matched,"dumbbell step up single leg balance with bicep curl [""biceps""] [""quadriceps"", ""glutes"", ""hamstrings""]"
leg,Belt Squat,data/Belt-Squat.gif,9E25EOx,split squats,"[""quads""]","[""glutes"", ""hamstrings"", ""calves""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/9E25EOx.gif,58.18,matched,"split squats [""quads""] [""glutes"", ""hamstrings"", ""calves""]"
leg,Lever Single Leg Curl,data/Lever-Single-Leg-Curl.gif,17lJ1kr,lever lying leg curl,"[""hamstrings""]","[""calves""]","[""upper legs""]","[""leverage machine""]",https://static.exercisedb.dev/media/17lJ1kr.gif,70.24,matched,"lever lying leg curl [""hamstrings""] [""calves""]"
leg,Reverse Lunge,data/Reverse-Lunge.gif,0IgNjSM,dumbbell standing reverse curl,"[""biceps""]","[""forearms""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/0IgNjSM.gif,56.0,matched,"dumbbell standing reverse curl [""biceps""] [""forearms""]"
leg,Single Leg Step Down,data/Single-Leg-Step-Down.gif,76vfTdU,dumbbell step up single leg balance with bicep curl,"[""biceps""]","[""quadriceps"", ""glutes"", ""hamstrings""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/76vfTdU.gif,68.57,matched,"dumbbell step up single leg balance with bicep curl [""biceps""] [""quadriceps"", ""glutes"", ""hamstrings""]"
leg,Boat Pose,data/Boat-Pose.gif,4Leypho,barbell skier,"[""delts""]","[""triceps"", ""core""]","[""shoulders""]","[""barbell""]",https://static.exercisedb.dev/media/4Leypho.gif,36.36,matched,"barbell skier [""delts""] [""triceps"", ""core""]"
leg,Long Jump,data/Long-Jump.gif,1g5bPpA,jack jump (male),"[""cardiovascular system""]","[""quadriceps"", ""calves""]","[""cardio""]","[""body weight""]",https://static.exercisedb.dev/media/1g5bPpA.gif,49.23,matched,"jack jump (male) [""cardiovascular system""] [""quadriceps"", ""calves""]"
leg,Lever Assisted Single Leg Press,data/Lever-Assisted-Single-Leg-Press.gif,7B4F5nZ,lever calf press,"[""calves""]","[""hamstrings""]","[""lower legs""]","[""leverage machine""]",https://static.exercisedb.dev/media/7B4F5nZ.gif,65.19,matched,"lever calf press [""calves""] [""hamstrings""]"
leg,Nordic Hamstring Curl,data/Nordic-Hamstring-Curl.gif,99rWm7w,hamstring stretch,"[""hamstrings""]","[""glutes""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/99rWm7w.gif,55.38,matched,"hamstring stretch [""hamstrings""] [""glutes""]"
leg,One Arm Kettlebell Snatch,data/One-Arm-Kettlebell-Snatch.gif,6pTkI99,dumbbell one arm snatch,"[""glutes""]","[""hamstrings"", ""quadriceps"", ""core""]","[""upper legs""]","[""dumbbell""]",https://static.exercisedb.dev/media/6pTkI99.gif,63.33,matched,"dumbbell one arm snatch [""glutes""] [""hamstrings"", ""quadriceps"", ""core""]"
leg,Front Plank With Arm And Leg Lift,data/Front-Plank-With-Arm-And-Leg-Lift.gif,33AzZeV,barbell front raise and pullover,"[""pectorals""]","[""deltoids"", ""triceps""]","[""chest""]","[""barbell""]",https://static.exercisedb.dev/media/33AzZeV.gif,46.77,matched,"barbell front raise and pullover [""pectorals""] [""deltoids"", ""triceps""]"
leg,Horizontal Leg Press,data/Horizontal-Leg-Press.gif,9KU9TYF,lever horizontal one leg press,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""leverage machine""]",https://static.exercisedb.dev/media/9KU9TYF.gif,80.0,matched,"lever horizontal one leg press [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Resistance Band Toe Touch,data/Resistance-Band-Toe-Touch.gif,0xDpB4L,resistance band seated hip abduction,"[""abductors""]","[""glutes"", ""hamstrings""]","[""upper legs""]","[""resistance band""]",https://static.exercisedb.dev/media/0xDpB4L.gif,60.0,matched,"resistance band seated hip abduction [""abductors""] [""glutes"", ""hamstrings""]"
leg,Kneeling Hip Flexor Stretch,data/Kneeling-Hip-Flexor-Stretch.gif,2LQkNPW,exercise ball hip flexor stretch,"[""glutes""]","[""quadriceps"", ""hamstrings""]","[""upper legs""]","[""stability ball""]",https://static.exercisedb.dev/media/2LQkNPW.gif,64.0,matched,"exercise ball hip flexor stretch [""glutes""] [""quadriceps"", ""hamstrings""]"
leg,Standing Quadriceps Stretch,data/Standing-Quadriceps-Stretch.gif,1jXLYEw,standing lateral stretch,"[""lats""]","[""shoulders"", ""obliques""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/1jXLYEw.gif,64.0,matched,"standing lateral stretch [""lats""] [""shoulders"", ""obliques""]"
leg,Exercise Ball Wall Squat,data/Exercise-Ball-Wall-Squat.gif,2JCuFTU,dumbbell kneeling bicep curl exercise ball,"[""biceps""]","[""forearms""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/2JCuFTU.gif,56.22,matched,"dumbbell kneeling bicep curl exercise ball [""biceps""] [""forearms""]"
leg,Leg Curl On Stability Ball,data/Leg-Curl-On-Stability-Ball.gif,1IG6gVF,prone twist on stability ball,"[""abs""]","[""obliques"", ""lower back""]","[""waist""]","[""stability ball""]",https://static.exercisedb.dev/media/1IG6gVF.gif,63.26,matched,"prone twist on stability ball [""abs""] [""obliques"", ""lower back""]"
leg,Kettlebell Clean and Jerk,data/Kettlebell-Clean-and-Jerk.gif,7Ba7bQ2,kettlebell two arm clean,"[""delts""]","[""traps"", ""forearms""]","[""shoulders""]","[""kettlebell""]",https://static.exercisedb.dev/media/7Ba7bQ2.gif,64.0,matched,"kettlebell two arm clean [""delts""] [""traps"", ""forearms""]"
leg,Kettlebell Goblet Squat,data/Kettlebell-Goblet-Squat.gif,5bpPTHv,kettlebell pistol squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""kettlebell""]",https://static.exercisedb.dev/media/5bpPTHv.gif,66.09,matched,"kettlebell pistol squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Kettlebell Deadlift,data/Kettlebell-Deadlift.gif,4KJEpzb,kettlebell bottoms up clean from the hang position,"[""biceps""]","[""forearms"", ""shoulders""]","[""upper arms""]","[""kettlebell""]",https://static.exercisedb.dev/media/4KJEpzb.gif,55.17,matched,"kettlebell bottoms up clean from the hang position [""biceps""] [""forearms"", ""shoulders""]"
leg,Barbell Bench Front Squat,data/Barbell-Bench-Front-Squat.gif,1gFNTZV,barbell jump squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""barbell""]",https://static.exercisedb.dev/media/1gFNTZV.gif,67.1,matched,"barbell jump squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Standing Toe Touches,data/Standing-Toe-Touches.gif,1jXLYEw,standing lateral stretch,"[""lats""]","[""shoulders"", ""obliques""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/1jXLYEw.gif,54.55,matched,"standing lateral stretch [""lats""] [""shoulders"", ""obliques""]"
leg,Standing Side Toe Touching,data/Standing-Side-Toe-Touching.gif,7OeHptV,assisted standing chin-up,"[""lats""]","[""biceps"", ""forearms""]","[""back""]","[""leverage machine""]",https://static.exercisedb.dev/media/7OeHptV.gif,56.47,matched,"assisted standing chin-up [""lats""] [""biceps"", ""forearms""]"
leg,Dumbbell Split Jump,data/Dumbbell-Split-Jump.gif,7Hg55JG,dumbbell clean,"[""glutes""]","[""hamstrings"", ""quadriceps"", ""calves""]","[""upper legs""]","[""dumbbell""]",https://static.exercisedb.dev/media/7Hg55JG.gif,58.18,matched,"dumbbell clean [""glutes""] [""hamstrings"", ""quadriceps"", ""calves""]"
leg,Banded Step-up,data/Banded-Step-up.gif,1GPHRyK,janda sit-up,"[""abs""]","[""hip flexors"", ""lower back""]","[""waist""]","[""body weight""]",https://static.exercisedb.dev/media/1GPHRyK.gif,55.38,matched,"janda sit-up [""abs""] [""hip flexors"", ""lower back""]"
leg,Barbell Curtsey Lunge,data/Barbell-Curtsey-Lunge.gif,62Nw60O,barbell rear lunge v. 2,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""barbell""]",https://static.exercisedb.dev/media/62Nw60O.gif,61.18,matched,"barbell rear lunge v. 2 [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Dumbbell Jump Squat,data/Dumbbell-Jump-Squat.gif,1gFNTZV,barbell jump squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""barbell""]",https://static.exercisedb.dev/media/1gFNTZV.gif,69.19,matched,"barbell jump squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Barbell Split Squat,data/Barbell-Split-Squat.gif,1gFNTZV,barbell jump squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""barbell""]",https://static.exercisedb.dev/media/1gFNTZV.gif,67.1,matched,"barbell jump squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,All Fours Squad Stretch,data/All-Fours-Squad-Stretch.gif,17bqEXD,seated calf stretch (male),"[""calves""]","[""hamstrings""]","[""lower legs""]","[""body weight""]",https://static.exercisedb.dev/media/17bqEXD.gif,52.24,matched,"seated calf stretch (male) [""calves""] [""hamstrings""]"
leg,Burpees,data/Burpees.gif,0JtKWum,dumbbell burpee,"[""cardiovascular system""]","[""quadriceps"", ""hamstrings"", ""calves"", ""shoulders"", ""triceps"", ""core""]","[""cardio""]","[""dumbbell""]",https://static.exercisedb.dev/media/0JtKWum.gif,43.64,matched,"dumbbell burpee [""cardiovascular system""] [""quadriceps"", ""hamstrings"", ""calves"", ""shoulders"", ""triceps"", ""core""]"
leg,Lever Kneeling Leg Curl,data/Lever-Kneeling-Leg-Curl.gif,17lJ1kr,lever lying leg curl,"[""hamstrings""]","[""calves""]","[""upper legs""]","[""leverage machine""]",https://static.exercisedb.dev/media/17lJ1kr.gif,70.7,matched,"lever lying leg curl [""hamstrings""] [""calves""]"
leg,Seated Toe Touches,data/Seated-Toe-Touches.gif,8xUv4J7,cable seated crunch,"[""abs""]","[""obliques""]","[""waist""]","[""cable""]",https://static.exercisedb.dev/media/8xUv4J7.gif,51.89,matched,"cable seated crunch [""abs""] [""obliques""]"
leg,Reverse Hack Squat,data/Reverse-Hack-Squat.gif,5VCj6iH,barbell hack squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""barbell""]",https://static.exercisedb.dev/media/5VCj6iH.gif,57.78,matched,"barbell hack squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Duck Walk,data/Duck-Walk.gif,a8VDgLw,stationary bike walk,"[""cardiovascular system""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""cardio""]","[""leverage machine""]",https://static.exercisedb.dev/media/a8VDgLw.gif,49.23,matched,"stationary bike walk [""cardiovascular system""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Trap Bar Deadlift,data/Trap-Bar-Deadlift.gif,2DxtqHL,barbell one arm side deadlift,"[""glutes""]","[""hamstrings"", ""quadriceps"", ""lower back""]","[""upper legs""]","[""barbell""]",https://static.exercisedb.dev/media/2DxtqHL.gif,51.2,matched,"barbell one arm side deadlift [""glutes""] [""hamstrings"", ""quadriceps"", ""lower back""]"
leg,Zercher Squat,data/Zercher-Squat.gif,75Bgtjy,potty squat,"[""abs""]","[""quadriceps"", ""glutes""]","[""waist""]","[""body weight""]",https://static.exercisedb.dev/media/75Bgtjy.gif,50.0,matched,"potty squat [""abs""] [""quadriceps"", ""glutes""]"
leg,Front Squat,data/Front-Squat.gif,75Bgtjy,potty squat,"[""abs""]","[""quadriceps"", ""glutes""]","[""waist""]","[""body weight""]",https://static.exercisedb.dev/media/75Bgtjy.gif,58.18,matched,"potty squat [""abs""] [""quadriceps"", ""glutes""]"
leg,Standing Hamstring Stretch,data/Standing-Hamstring-Stretch.gif,99rWm7w,hamstring stretch,"[""hamstrings""]","[""glutes""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/99rWm7w.gif,80.0,matched,"hamstring stretch [""hamstrings""] [""glutes""]"
leg,Kettlebell Thruster,data/Kettlebell-Thruster.gif,4KJEpzb,kettlebell bottoms up clean from the hang position,"[""biceps""]","[""forearms"", ""shoulders""]","[""upper arms""]","[""kettlebell""]",https://static.exercisedb.dev/media/4KJEpzb.gif,55.17,matched,"kettlebell bottoms up clean from the hang position [""biceps""] [""forearms"", ""shoulders""]"
leg,One Arm Dumbbell Snatch,data/One-Arm-Dumbbell-Snatch.gif,6pTkI99,dumbbell one arm snatch,"[""glutes""]","[""hamstrings"", ""quadriceps"", ""core""]","[""upper legs""]","[""dumbbell""]",https://static.exercisedb.dev/media/6pTkI99.gif,80.0,matched,"dumbbell one arm snatch [""glutes""] [""hamstrings"", ""quadriceps"", ""core""]"
leg,Single Leg Press,data/Single-Leg-Press.gif,7zdxRTl,smith leg press,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""smith machine""]",https://static.exercisedb.dev/media/7zdxRTl.gif,61.94,matched,"smith leg press [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Landmine Lunge,data/Landmine-Lunge.gif,13VW2VO,weighted stretch lunge,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""weighted""]",https://static.exercisedb.dev/media/13VW2VO.gif,42.11,matched,"weighted stretch lunge [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Single Leg Extension,data/Single-Leg-Extension.gif,6MfS53i,dumbbell lying single extension,"[""triceps""]","[""shoulders""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/6MfS53i.gif,71.11,matched,"dumbbell lying single extension [""triceps""] [""shoulders""]"
leg,Smith Machine Leg Press,data/Smith-Machine-Leg-Press.gif,7zdxRTl,smith leg press,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""smith machine""]",https://static.exercisedb.dev/media/7zdxRTl.gif,80.0,matched,"smith leg press [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Smith Machine Lunge,data/Smith-Machine-Lunge.gif,7WcQgkm,smith machine incline tricep extension - straight variation,"[""triceps""]","[""shoulders""]","[""upper arms""]","[""smith machine""]",https://static.exercisedb.dev/media/7WcQgkm.gif,65.0,matched,"smith machine incline tricep extension - straight variation [""triceps""] [""shoulders""]"
leg,Skater Squat,data/Skater-Squat.gif,9E25EOx,split squats,"[""quads""]","[""glutes"", ""hamstrings"", ""calves""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/9E25EOx.gif,53.33,matched,"split squats [""quads""] [""glutes"", ""hamstrings"", ""calves""]"
leg,Shrimp Squat,data/Shrimp-Squat.gif,9E25EOx,split squats,"[""quads""]","[""glutes"", ""hamstrings"", ""calves""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/9E25EOx.gif,53.33,matched,"split squats [""quads""] [""glutes"", ""hamstrings"", ""calves""]"
leg,Towel Leg Curl,data/Towel-Leg-Curl.gif,0rHfvy9,inverse leg curl (on pull-up cable machine),"[""hamstrings""]","[""glutes"", ""calves""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0rHfvy9.gif,58.18,matched,"inverse leg curl (on pull-up cable machine) [""hamstrings""] [""glutes"", ""calves""]"
leg,Foam Roller IT (iliotibial Band) Stretch,data/Foam-Roller-IT-(iliotibial-Band)-Stretch.gif,0L2KwtI,roller hip lat stretch,"[""glutes""]","[""hamstrings"", ""quadriceps""]","[""upper legs""]","[""roller""]",https://static.exercisedb.dev/media/0L2KwtI.gif,62.22,matched,"roller hip lat stretch [""glutes""] [""hamstrings"", ""quadriceps""]"
leg,Foam Roller Quads,data/Foam-Roller-Quads.gif,6YUfHPL,quads,"[""quads""]","[""hamstrings"", ""glutes""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/6YUfHPL.gif,80.0,matched,"quads [""quads""] [""hamstrings"", ""glutes""]"
leg,Foam Roller Inner Thigh Adductor Stretch,data/Foam-Roller-Inner-Thigh-Adductor-Stretch.gif,0L2KwtI,roller hip lat stretch,"[""glutes""]","[""hamstrings"", ""quadriceps""]","[""upper legs""]","[""roller""]",https://static.exercisedb.dev/media/0L2KwtI.gif,62.22,matched,"roller hip lat stretch [""glutes""] [""hamstrings"", ""quadriceps""]"
leg,Foam Roller Hamstrings,data/Foam-Roller-Hamstrings.gif,99rWm7w,hamstring stretch,"[""hamstrings""]","[""glutes""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/99rWm7w.gif,49.23,matched,"hamstring stretch [""hamstrings""] [""glutes""]"
leg,Foam Roller Plantar Fasciitis,data/Foam-Roller-Plantar-Fasciitis.gif,0L2KwtI,roller hip lat stretch,"[""glutes""]","[""hamstrings"", ""quadriceps""]","[""upper legs""]","[""roller""]",https://static.exercisedb.dev/media/0L2KwtI.gif,40.78,matched,"roller hip lat stretch [""glutes""] [""hamstrings"", ""quadriceps""]"
leg,90/90 Hip Stretch,,0L2KwtI,roller hip lat stretch,"[""glutes""]","[""hamstrings"", ""quadriceps""]","[""upper legs""]","[""roller""]",https://static.exercisedb.dev/media/0L2KwtI.gif,62.86,matched,"roller hip lat stretch [""glutes""] [""hamstrings"", ""quadriceps""]"
leg,Stiff Leg Deadlift,data/Stiff-Leg-Deadlift.gif,2Ty4idJ,advanced dumbbell stiff leg deadlift,"[""glutes""]","[""hamstrings"", ""lower back""]","[""upper legs""]","[""dumbbell""]",https://static.exercisedb.dev/media/2Ty4idJ.gif,80.0,matched,"advanced dumbbell stiff leg deadlift [""glutes""] [""hamstrings"", ""lower back""]"
leg,Dumbbell Goblet Curtsey Lunge,data/Dumbbell-Goblet-Curtsey-Lunge.gif,7Hg55JG,dumbbell clean,"[""glutes""]","[""hamstrings"", ""quadriceps"", ""calves""]","[""upper legs""]","[""dumbbell""]",https://static.exercisedb.dev/media/7Hg55JG.gif,58.18,matched,"dumbbell clean [""glutes""] [""hamstrings"", ""quadriceps"", ""calves""]"
leg,Cable Forward Lunge,data/Cable-Forward-Lunge.gif,62Nw60O,barbell rear lunge v. 2,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""barbell""]",https://static.exercisedb.dev/media/62Nw60O.gif,49.52,matched,"barbell rear lunge v. 2 [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Cable Lunge,data/Cable-Lunge.gif,3XFdb1Z,cable squatting curl,"[""biceps""]","[""forearms""]","[""upper arms""]","[""cable""]",https://static.exercisedb.dev/media/3XFdb1Z.gif,51.61,matched,"cable squatting curl [""biceps""] [""forearms""]"
leg,Cable Front Squat,data/Cable-Front-Squat.gif,3XFdb1Z,cable squatting curl,"[""biceps""]","[""forearms""]","[""upper arms""]","[""cable""]",https://static.exercisedb.dev/media/3XFdb1Z.gif,56.22,matched,"cable squatting curl [""biceps""] [""forearms""]"
leg,Bodyweight Kneeling Sissy Squat,data/Bodyweight-Kneeling-Sissy-Squat.gif,0lQnxMZ,weighted sissy squat,"[""quads""]","[""glutes"", ""hamstrings"", ""calves""]","[""upper legs""]","[""weighted""]",https://static.exercisedb.dev/media/0lQnxMZ.gif,59.61,matched,"weighted sissy squat [""quads""] [""glutes"", ""hamstrings"", ""calves""]"
leg,Trap Bar Jump Squat,data/Trap-Bar-Jump-Squat.gif,1gFNTZV,barbell jump squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""barbell""]",https://static.exercisedb.dev/media/1gFNTZV.gif,60.54,matched,"barbell jump squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Box Jump to Pistol Squat,data/Box-Jump-to-Pistol-Squat.gif,1gFNTZV,barbell jump squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""barbell""]",https://static.exercisedb.dev/media/1gFNTZV.gif,57.14,matched,"barbell jump squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Box Jump 2 to 1,data/Box-Jump-2-to-1.gif,1gFNTZV,barbell jump squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""barbell""]",https://static.exercisedb.dev/media/1gFNTZV.gif,38.79,matched,"barbell jump squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Box Jump 1 to 2,data/Box-Jump-1-to-2.gif,1gFNTZV,barbell jump squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""barbell""]",https://static.exercisedb.dev/media/1gFNTZV.gif,38.79,matched,"barbell jump squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Single Leg Box Jump,data/Single-Leg-Box-Jump.gif,1kB3Wmk,dumbbell single leg calf raise,"[""calves""]","[""ankles""]","[""lower legs""]","[""dumbbell""]",https://static.exercisedb.dev/media/1kB3Wmk.gif,55.17,matched,"dumbbell single leg calf raise [""calves""] [""ankles""]"
leg,Bow Pose,data/Bow-Pose.gif,4OaumBr,suspended row,"[""upper back""]","[""biceps"", ""shoulders""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/4OaumBr.gif,38.1,matched,"suspended row [""upper back""] [""biceps"", ""shoulders""]"
leg,Seated Straight Leg Calf Stretch,data/Seated-Straight-Leg-Calf-Stretch.gif,17bqEXD,seated calf stretch (male),"[""calves""]","[""hamstrings""]","[""lower legs""]","[""body weight""]",https://static.exercisedb.dev/media/17bqEXD.gif,67.56,matched,"seated calf stretch (male) [""calves""] [""hamstrings""]"
leg,Crouching Heel Back Calf Stretch,data/Crouching-Heel-Back-Calf-Stretch.gif,1LVFcEn,calf stretch with rope,"[""calves""]","[""hamstrings""]","[""lower legs""]","[""rope""]",https://static.exercisedb.dev/media/1LVFcEn.gif,56.47,matched,"calf stretch with rope [""calves""] [""hamstrings""]"
leg,Barbell Jump Squat,data/Barbell-Jump-Squat.gif,1gFNTZV,barbell jump squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""barbell""]",https://static.exercisedb.dev/media/1gFNTZV.gif,80.0,matched,"barbell jump squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Frog Pose,data/Frog-Pose.gif,2Dk4xQV,rocking frog stretch,"[""glutes""]","[""hamstrings"", ""quadriceps""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/2Dk4xQV.gif,49.23,matched,"rocking frog stretch [""glutes""] [""hamstrings"", ""quadriceps""]"
leg,ATG Split Squat,data/ATG-Split-Squat.gif,9E25EOx,split squats,"[""quads""]","[""glutes"", ""hamstrings"", ""calves""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/9E25EOx.gif,65.19,matched,"split squats [""quads""] [""glutes"", ""hamstrings"", ""calves""]"
leg,Kettlebell Clean and Press,data/Kettlebell-Clean-and-Press.gif,5KLbZWx,kettlebell alternating press,"[""delts""]","[""triceps"", ""core""]","[""shoulders""]","[""kettlebell""]",https://static.exercisedb.dev/media/5KLbZWx.gif,65.19,matched,"kettlebell alternating press [""delts""] [""triceps"", ""core""]"
leg,Seated Piriformis Stretch,data/Seated-Piriformis-Stretch.gif,17bqEXD,seated calf stretch (male),"[""calves""]","[""hamstrings""]","[""lower legs""]","[""body weight""]",https://static.exercisedb.dev/media/17bqEXD.gif,57.44,matched,"seated calf stretch (male) [""calves""] [""hamstrings""]"
leg,Barbell Pin Front Squat,data/Barbell-Pin-Front-Squat.gif,1gFNTZV,barbell jump squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""barbell""]",https://static.exercisedb.dev/media/1gFNTZV.gif,67.1,matched,"barbell jump squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Heel Touch Side Kick Squat,data/Heel-Touch-Side-Kick-Squat.gif,75Bgtjy,potty squat,"[""abs""]","[""quadriceps"", ""glutes""]","[""waist""]","[""body weight""]",https://static.exercisedb.dev/media/75Bgtjy.gif,50.0,matched,"potty squat [""abs""] [""quadriceps"", ""glutes""]"
leg,Decline Bench Dumbbell Lunge,data/Decline-Bench-Dumbbell-Lunge.gif,1qrWgZ2,dumbbell decline hammer press,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/1qrWgZ2.gif,58.18,matched,"dumbbell decline hammer press [""pectorals""] [""triceps"", ""shoulders""]"
leg,Lateral Leg Swings,data/Lateral-Leg-Swings.gif,1jXLYEw,standing lateral stretch,"[""lats""]","[""shoulders"", ""obliques""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/1jXLYEw.gif,49.52,matched,"standing lateral stretch [""lats""] [""shoulders"", ""obliques""]"
leg,Banded Walk,data/Banded-Walk.gif,a8VDgLw,stationary bike walk,"[""cardiovascular system""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""cardio""]","[""leverage machine""]",https://static.exercisedb.dev/media/a8VDgLw.gif,42.67,matched,"stationary bike walk [""cardiovascular system""] [""quadriceps"", ""hamstrings"", ""calves""]"
leg,Resistance Band Lateral Walk,data/Resistance-Band-Lateral-Walk.gif,0xDpB4L,resistance band seated hip abduction,"[""abductors""]","[""glutes"", ""hamstrings""]","[""upper legs""]","[""resistance band""]",https://static.exercisedb.dev/media/0xDpB4L.gif,55.81,matched,"resistance band seated hip abduction [""abductors""] [""glutes"", ""hamstrings""]"
